Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11780548_2 - polyg	(1, 0.24820989448271602)	(2, 0.2510058275232946)	(3, 0.25113896719189355)	(4, 0.2513267282629947)	(5, 0.2514496264186245)	(6, 0.2515554553859724)	(7, 0.2517090780805097)	(8, 0.2520299788202098)	(9, 0.2526547111113281)	(10, 0.25339892772041983)	(12, 0.25478494580891176)	(14, 0.2557169234891046)	(16, 0.25599856509575625)	(18, 0.25625972367646965)	(20, 0.25659598668562345)	(22, 0.25694419812657465)	(24, 0.25722754665205455)	(26, 0.25749894674573703)	(28, 0.2578113128912962)	(30, 0.25816464508873194)	(32, 0.2584753043154629)	(34, 0.25879961889281944)	(36, 0.2591153988760349)	(38, 0.25952505939480097)	(40, 0.26003713504325865)	(42, 0.26054750377288804)	(44, 0.26098788883056157)	(46, 0.26147948145308086)	(48, 0.2619881432638821)	(50, 0.2624797358864014)	(52, 0.2629815700218899)	(54, 0.26355338782933424)	(56, 0.2641542232568578)	(58, 0.2648591807329011)	(60, 0.2655726728030854)	(62, 0.2663766315711638)	(64, 0.26795723840606966)	(66, 0.26965050188363615)	(68, 0.27147178427331703)	(70, 0.2735473975683985)	(72, 0.2758756348500525)	(74, 0.2786152395693007)	(76, 0.2814572594182404)	(78, 0.2846116454127393)	(80, 0.28794184404654194)	(82, 0.29145468299496113)	(84, 0.2957492907666923)	(86, 0.30062254402118055)	(88, 0.30611882264795887)	(90, 0.31239857701687734)	(92, 0.3199312098056888)	(94, 0.32959749112974024)	(96, 0.34155104368356903)	(98, 0.3569150200561255)	(100, 0.3747574425672169)	(102, 0.3953736081741202)	(104, 0.4206394206690186)	(106, 0.4539414070070452)	(108, 0.4949228211531077)	(110, 0.5470094491953874)	(112, 0.6146290385742148)	(114, 0.6995414226014556)	(116, 0.8019377761858674)	(118, 0.9303817110884895)	(120, 1.100819263002292)	(122, 1.3003580740179403)	(124, 1.5470300346364554)	(126, 1.8210997493662808)	(128, 2.146641601360237)	(130, 2.5552233474269066)	(132, 3.0298218860927317)	(134, 3.5736871908065897)	(136, 4.163757081280778)	(138, 4.82268578420306)
SRR11780549_1 - illumina_universal_adapter	(1, 0.0014463262037349867)	(2, 0.0015140265792289648)	(3, 0.0017602097628434306)	(4, 0.002289503607614532)	(5, 0.002498759313686828)	(6, 0.0027510970768916555)	(7, 0.002944966333988047)	(8, 0.0032526953135061294)	(9, 0.0035665788726145734)	(10, 0.004285126039789295)	(12, 0.005262165549759206)	(14, 0.006759267035114677)	(16, 0.008741041663211126)	(18, 0.01066434778519914)	(20, 0.012193760813404009)	(22, 0.013580079866132971)	(24, 0.014952551114783618)	(26, 0.0162388582491692)	(28, 0.0178759764202054)	(30, 0.02036550386450668)	(32, 0.02372128838615137)	(34, 0.027507893479121373)	(36, 0.03125449380475403)	(38, 0.03502725109364571)	(40, 0.039335456806898865)	(42, 0.04453761520565205)	(44, 0.05031061086141127)	(46, 0.05694063172512835)	(48, 0.06597863185357443)	(50, 0.07753847096917119)	(52, 0.09065541872112945)	(54, 0.1051371444972504)	(56, 0.12237612192985337)	(58, 0.1451742233774505)	(60, 0.17448387003165022)	(62, 0.2102035113292116)	(64, 0.2519700270743033)	(66, 0.3023775725642628)	(68, 0.36652213969990943)	(70, 0.44885502816997236)	(72, 0.5559508676218554)	(74, 0.6909007956548175)	(76, 0.8531970594526541)	(78, 1.0521023012988593)	(80, 1.3002626436067288)	(82, 1.612661410388998)	(84, 2.002420165332318)	(86, 2.461080977434634)	(88, 2.9905748460424224)	(90, 3.6148323152479067)	(92, 4.359148707167472)	(94, 5.232754352541766)	(96, 6.207170472961286)	(98, 7.2618300020799404)	(100, 8.406743363601453)	(102, 9.675933073501344)	(104, 11.074324334096799)	(106, 12.561229219715937)	(108, 14.076289768316084)	(110, 15.62940715981323)	(112, 17.24926327374336)	(114, 18.95401411989804)	(116, 20.717368872912147)	(118, 22.460878184037135)	(120, 24.170878886582393)	(122, 25.904313150917954)	(124, 27.676365863538138)	(126, 29.468976410635026)	(128, 31.22855686771534)	(130, 32.92760857316935)	(132, 34.60129264019679)	(134, 36.296474653733355)	(136, 38.005521396442106)	(138, 39.67330476028728)
SRR11780549_1 - polya	(1, 0.008037880945012309)	(2, 0.013580079866132971)	(3, 0.01583265599620533)	(4, 0.019700809268747628)	(5, 0.02229188727628988)	(6, 0.025679983340783964)	(7, 0.028966528842037084)	(8, 0.03882308805600126)	(9, 0.050584489653182366)	(10, 0.06321368697260446)	(12, 0.07123310417884568)	(14, 0.08451007100015334)	(16, 0.10433551050560579)	(18, 0.11626924033131703)	(20, 0.12925078733228731)	(22, 0.14408486278995647)	(24, 0.1570971826888786)	(26, 0.17407766777868636)	(28, 0.18825166457528925)	(30, 0.2005315895029583)	(32, 0.21186370917371167)	(34, 0.22281116762006747)	(36, 0.23284005506256178)	(38, 0.24329976307638138)	(40, 0.2570306301424782)	(42, 0.26848122547034603)	(44, 0.2808426985775874)	(46, 0.2943889282559734)	(48, 0.3052194496901123)	(50, 0.3161976810344199)	(52, 0.32936694271289624)	(54, 0.3480968670512643)	(56, 0.36254320399474066)	(58, 0.37489236794280134)	(60, 0.3876492727887234)	(62, 0.39973840574909125)	(64, 0.4135692847335315)	(66, 0.42844644224833317)	(68, 0.4419388193553035)	(70, 0.4573514252944666)	(72, 0.4717823757889671)	(74, 0.4833991447657747)	(76, 0.498660963504974)	(78, 0.5111870716162575)	(80, 0.5213159709770953)	(82, 0.5325542333090956)	(84, 0.5481776335992286)	(86, 0.5647119116687351)	(88, 0.5768564358454162)	(90, 0.5901026297687721)	(92, 0.6025441124106883)	(94, 0.6202985358839839)	(96, 0.632646161187147)	(98, 0.6425396478786534)	(100, 0.6517192033376777)	(102, 0.6615788398414371)	(104, 0.6712892277901302)	(106, 0.680084122024757)	(108, 0.6904345862508476)	(110, 0.6994972046976552)	(112, 0.7078505078466736)	(114, 0.715857615893734)	(116, 0.7242324600713186)	(118, 0.7328934921998551)	(120, 0.7408328998714216)	(122, 0.7479706735513436)	(124, 0.7553961738271149)	(126, 0.76356637823332)	(128, 0.7709134076193142)	(130, 0.7793374884336217)	(132, 0.7887586111415678)	(134, 0.7977027539312609)	(136, 0.8053759760355441)	(138, 0.8119013690462251)
SRR11780549_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0010216602120000332)	(4, 0.0012924617139759456)	(5, 0.0013940122772169126)	(6, 0.0014863309710723372)	(7, 0.0015509540567711347)	(8, 0.0016771229383735484)	(9, 0.0017909826607952388)	(10, 0.0019248447668856045)	(12, 0.0021125594443916346)	(14, 0.002464909125939839)	(16, 0.0027510970768916555)	(18, 0.002871111378903708)	(20, 0.0030619033462049184)	(22, 0.0033080865298193846)	(24, 0.003486569337939872)	(26, 0.003685054529729035)	(28, 0.003940469582729043)	(30, 0.004185114121445919)	(32, 0.004431297305060385)	(34, 0.004755951378451961)	(36, 0.005055987133482091)	(38, 0.0054006435905423434)	(40, 0.005740684112909825)	(42, 0.00613611585159056)	(44, 0.006694643949415879)	(46, 0.00725624933703638)	(48, 0.007733229255289407)	(50, 0.008219441042927978)	(52, 0.008621027361199074)	(54, 0.009113393728428006)	(56, 0.009636532993608747)	(58, 0.010221218054693101)	(60, 0.010821289564753363)	(62, 0.011499831964590734)	(64, 0.012276847637873891)	(66, 0.013581618511030562)	(68, 0.018829936256711453)	(70, 0.16239935300597513)	(72, 0.18324183678873485)	(74, 0.1871161446408675)	(76, 0.18933640922809047)	(78, 0.1911012349256267)	(80, 0.1930891641333135)	(82, 0.19513863913690394)	(84, 0.1975019976996028)	(86, 0.20034695211524745)	(88, 0.2035673358859042)	(90, 0.2064384472648079)	(92, 0.20899721372950075)	(94, 0.2116529148227418)	(96, 0.21453018078123587)	(98, 0.21767670959680827)	(100, 0.22150024216732045)	(102, 0.22613310195396516)	(104, 0.2313768037649533)	(106, 0.23679898838406188)	(108, 0.2422519459011223)	(110, 0.24815418772827913)	(112, 0.2547257400858878)	(114, 0.2621866291943037)	(116, 0.2704891570617015)	(118, 0.2808873192796175)	(120, 0.29388579137446136)	(122, 0.30877064211375094)	(124, 0.32513259195472743)	(126, 0.34392406208899906)	(128, 0.3676853552424878)	(130, 0.3985628810473322)	(132, 0.4351872455446768)	(134, 0.4782231433302806)	(136, 0.5293338495384388)	(138, 0.5918212961193807)
SRR11780549_2 - illumina_universal_adapter	(1, 0.0014863309710723372)	(2, 0.0015509540567711347)	(3, 0.0017663643424337921)	(4, 0.0022618079994579047)	(5, 0.0024556772565542963)	(6, 0.002701860440168762)	(7, 0.002883420538084431)	(8, 0.003181917648216971)	(9, 0.0034958012073254144)	(10, 0.0042035778602170035)	(12, 0.005189849239572457)	(14, 0.006723878202470097)	(16, 0.009199557842693069)	(18, 0.011079781907548552)	(20, 0.012615349515343783)	(22, 0.01406936894356672)	(24, 0.015458765286090862)	(26, 0.016825081955151148)	(28, 0.018537593726169276)	(30, 0.021105592060247674)	(32, 0.024558311210440553)	(34, 0.02854494014009731)	(36, 0.032560803322808286)	(38, 0.036530507158591546)	(40, 0.041012579745272414)	(42, 0.04635629347460391)	(44, 0.05229854006909808)	(46, 0.059193207855200713)	(48, 0.06833429719178535)	(50, 0.07996183668287608)	(52, 0.09317571906338254)	(54, 0.10779284559049143)	(56, 0.12523338550467875)	(58, 0.14818381279713733)	(60, 0.1777288721206684)	(62, 0.21366700099368763)	(64, 0.25561661548159265)	(66, 0.30630573298781116)	(68, 0.37064416938055417)	(70, 0.45326016851177375)	(72, 0.5603990900207892)	(74, 0.6955659669843117)	(76, 0.8581176458351483)	(78, 1.0571582884323414)	(80, 1.305412488078964)	(82, 1.618105136036673)	(84, 2.007651557984125)	(86, 2.4661692761109655)	(88, 2.9953692635433136)	(90, 3.619455943165166)	(92, 4.363912351770413)	(94, 5.236702515348982)	(96, 6.208736813467032)	(98, 7.2610791433699164)	(100, 8.40472004556112)	(102, 9.672460351967482)	(104, 11.067769706833063)	(106, 12.55055102412666)	(108, 14.0582722365653)	(110, 15.60482269163953)	(112, 17.215780822126895)	(114, 18.910630488365584)	(116, 20.661197563635813)	(118, 22.392317706045404)	(120, 24.092623407090944)	(122, 25.81516714284136)	(124, 27.574759909080857)	(126, 29.351523952377462)	(128, 31.09674577527347)	(130, 32.78212969810218)	(132, 34.441350503092266)	(134, 36.12019672375111)	(136, 37.81098590610506)	(138, 39.461968806313436)
SRR11780549_2 - polya	(1, 0.010050428471060567)	(2, 0.016955866771446334)	(3, 0.020676310133819948)	(4, 0.02629851858961531)	(5, 0.03081905729873594)	(6, 0.03516726777932644)	(7, 0.0403401919250254)	(8, 0.05173847332637517)	(9, 0.06535548067005031)	(10, 0.08086963717245443)	(12, 0.09196942146367165)	(14, 0.10871910981884086)	(16, 0.13167569169088983)	(18, 0.14684519173623367)	(20, 0.16348563630367396)	(22, 0.18167395763809024)	(24, 0.19824824047493414)	(26, 0.21768132553150105)	(28, 0.2339109519112847)	(30, 0.24863116764653215)	(32, 0.2616834923127916)	(34, 0.27456656604031615)	(36, 0.2862402648783346)	(38, 0.2982893930713651)	(40, 0.31406973514105235)	(42, 0.32715437135016123)	(44, 0.3410191005223484)	(46, 0.35596088112284885)	(48, 0.368446984466795)	(50, 0.38100232683113283)	(52, 0.396031810190796)	(54, 0.417365121695887)	(56, 0.43339164694918875)	(58, 0.4474964047254001)	(60, 0.46133959286902093)	(62, 0.47478427198416595)	(64, 0.48937370290311827)	(66, 0.5049894099687634)	(68, 0.5194142058836735)	(70, 0.535794619463421)	(72, 0.5510087402107949)	(74, 0.5631963464446086)	(76, 0.5787028097225247)	(78, 0.5919166921030312)	(80, 0.6028102979779713)	(82, 0.6144578398527307)	(84, 0.6306089953427374)	(86, 0.6479095185712438)	(88, 0.6602786849029731)	(90, 0.6744188315118291)	(92, 0.6876019409943837)	(94, 0.7052225023615891)	(96, 0.7180671099666738)	(98, 0.728194470682614)	(100, 0.7378233104517348)	(102, 0.7482230113145483)	(104, 0.758690412552856)	(106, 0.7677499537098682)	(108, 0.7785527795358504)	(110, 0.7881970057539472)	(112, 0.7970319047559113)	(114, 0.8059975885741707)	(116, 0.81483556486593)	(118, 0.8242628421534665)	(120, 0.8326238385269727)	(122, 0.8400616479619247)	(124, 0.8481980021803829)	(126, 0.8567190176232387)	(128, 0.8651646394661123)	(130, 0.8743688132434981)	(132, 0.8846131109716552)	(134, 0.8945758366835531)	(136, 0.9033768854977703)	(138, 0.9111255012020355)
SRR11780549_2 - polyg	(1, 0.20017462388671733)	(2, 0.2016886504659463)	(3, 0.20183943766591014)	(4, 0.20198407028628365)	(5, 0.20210100729850053)	(6, 0.2021994805719463)	(7, 0.2023625769310909)	(8, 0.20270107880856078)	(9, 0.2032457591023078)	(10, 0.20390583776337406)	(12, 0.20516598793450064)	(14, 0.20606609519959102)	(16, 0.20631843296279584)	(18, 0.20652461137907296)	(20, 0.20676156269330187)	(22, 0.20704159606466332)	(24, 0.2073031656972537)	(26, 0.2075293464971995)	(28, 0.20782476631753685)	(30, 0.2081401885215429)	(32, 0.2084309924071875)	(34, 0.20876026241527185)	(36, 0.20904645036622366)	(38, 0.20942187972123572)	(40, 0.20994809627621164)	(42, 0.21046046502710924)	(44, 0.2109651405535189)	(46, 0.21147135472482614)	(48, 0.2120237282430611)	(50, 0.21256071531232015)	(52, 0.21317309598156112)	(54, 0.21391780011199488)	(56, 0.21476405480566962)	(58, 0.21567954851973592)	(60, 0.21646425741750702)	(62, 0.21741821725401306)	(64, 0.21903841033117577)	(66, 0.22084016350625413)	(68, 0.2229173341180012)	(70, 0.22529607912967597)	(72, 0.22819796340653148)	(74, 0.23138449698944125)	(76, 0.23473566557639314)	(78, 0.23869767618768845)	(80, 0.2431074324641826)	(82, 0.24752334332026707)	(84, 0.2525408643313094)	(86, 0.25800151507285773)	(88, 0.2642899567693098)	(90, 0.27122309067785216)	(92, 0.2788655398841837)	(94, 0.2886913262001961)	(96, 0.3009435555197085)	(98, 0.3161699854262633)	(100, 0.3335705205731132)	(102, 0.35428683547427053)	(104, 0.3794359863253858)	(106, 0.4118213841298688)	(108, 0.451553811320346)	(110, 0.5008381460350644)	(112, 0.5648303873258496)	(114, 0.6438290323028342)	(116, 0.7371355361825118)	(118, 0.8516799555836301)	(120, 1.0026348678413277)	(122, 1.1779773017258335)	(124, 1.3940030453475272)	(126, 1.6323083670863299)	(128, 1.9134649492230258)	(130, 2.2666655013995975)	(132, 2.675043398248659)	(134, 3.138647876406933)	(136, 3.6410677493967203)	(138, 4.208055316868991)
SRR11780550_1 - illumina_universal_adapter	(1, 0.002059780024963587)	(2, 0.0021623744323372523)	(3, 0.002312320104652609)	(4, 0.0026477248979895917)	(5, 0.0027897786928146664)	(6, 0.0030620484662293936)	(7, 0.003239615709760737)	(8, 0.003503993605685182)	(9, 0.0037091824204325127)	(10, 0.004269505722242531)	(12, 0.004894937013347374)	(14, 0.005942583750182303)	(16, 0.007335500127217065)	(18, 0.008539011444485062)	(20, 0.009679387741830803)	(22, 0.010912493599687356)	(24, 0.012041032080797672)	(26, 0.013335299989203912)	(28, 0.014678892131924411)	(30, 0.017172725418853507)	(32, 0.0202880440581423)	(34, 0.0237644160926115)	(36, 0.027357193320062353)	(38, 0.031026916353043454)	(40, 0.03497877400630214)	(42, 0.03952054950195939)	(44, 0.04459305375883811)	(46, 0.05073885335439518)	(48, 0.05942189156307788)	(50, 0.07056719554872856)	(52, 0.08392814413977588)	(54, 0.0982459828765199)	(56, 0.11527665450054833)	(58, 0.13882009802343193)	(60, 0.1698193928052594)	(62, 0.20688359543836854)	(64, 0.24998113841279823)	(66, 0.30188009775826485)	(68, 0.3691267858529573)	(70, 0.4576618134776852)	(72, 0.5721117938111265)	(74, 0.7145956959594219)	(76, 0.8891699449525761)	(78, 1.1028819873894111)	(80, 1.3716359293822173)	(82, 1.7166707862267168)	(84, 2.1500532386055493)	(86, 2.6618316290034705)	(88, 3.255192302957181)	(90, 3.959149748059703)	(92, 4.7964542741461464)	(94, 5.791475998906501)	(96, 6.907971474966649)	(98, 8.117038673987803)	(100, 9.434084513800368)	(102, 10.901853375861084)	(104, 12.524942278808037)	(106, 14.252361802176516)	(108, 16.013718371722582)	(110, 17.811711009547906)	(112, 19.693702818410426)	(114, 21.677529441438168)	(116, 23.72237014231265)	(118, 25.732652311657187)	(120, 27.70229525786552)	(122, 29.696545078088548)	(124, 31.735015060859006)	(126, 33.79319303469207)	(128, 35.80167980190756)	(130, 37.722041919127825)	(132, 39.616631137434204)	(134, 41.522935847874905)	(136, 43.42270213781491)	(138, 45.26562323419242)
SRR11780550_1 - polya	(1, 0.009454469233357767)	(2, 0.016687374953201165)	(3, 0.01963499119582147)	(4, 0.02454373899477684)	(5, 0.027909624744382088)	(6, 0.03207259012050581)	(7, 0.03645652806635743)	(8, 0.048183858016916395)	(9, 0.061998589563654935)	(10, 0.07655910353322512)	(12, 0.08618916704074166)	(14, 0.10268319099543091)	(16, 0.12847581960304488)	(18, 0.14303436060324248)	(20, 0.1591653581933788)	(22, 0.1774981896033037)	(24, 0.19340229571559442)	(26, 0.21475968917366992)	(28, 0.23195609022499425)	(30, 0.24822716864058306)	(32, 0.262389142796894)	(34, 0.27688652174654194)	(36, 0.2893951475686388)	(38, 0.3029001229238838)	(40, 0.3209685764378843)	(42, 0.3350654426049004)	(44, 0.3507308194231101)	(46, 0.36771808572094195)	(48, 0.3817853573473695)	(50, 0.3954560621299104)	(52, 0.41203295079824764)	(54, 0.43559809698422947)	(56, 0.4534080915104233)	(58, 0.46816590241725053)	(60, 0.48338538815725923)	(62, 0.49770125392463066)	(64, 0.5131653878668381)	(66, 0.5293792501706225)	(68, 0.5448157625416139)	(70, 0.5627934594644761)	(72, 0.5799504011283491)	(74, 0.5937237003182636)	(76, 0.6123070988385051)	(78, 0.6275561791191023)	(80, 0.6395597247818212)	(82, 0.6527529709762)	(84, 0.6707306678990623)	(86, 0.6899592274041342)	(88, 0.7028604741313726)	(90, 0.7168192324423088)	(92, 0.7309299093949329)	(94, 0.7500460096457684)	(96, 0.7639475518448999)	(98, 0.7747436402516057)	(100, 0.7852536480992887)	(102, 0.7962036281170548)	(104, 0.807139797349213)	(106, 0.8166238611231593)	(108, 0.828495217837916)	(110, 0.8388079287483419)	(112, 0.8480295875957364)	(114, 0.856919787588539)	(116, 0.8667313642783321)	(118, 0.8769434537507568)	(120, 0.8857941943561081)	(122, 0.893703828570743)	(124, 0.9016963274990262)	(126, 0.9104760412069648)	(128, 0.9188966744890956)	(130, 0.9277040097682503)	(132, 0.9373419651532571)	(134, 0.9470963257312456)	(136, 0.9550039869765081)	(138, 0.9621185145339972)
SRR11780550_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0011601059910714454)	(4, 0.0014481595194667364)	(5, 0.0015665376818209656)	(6, 0.0017006995991557586)	(7, 0.0018664290264516793)	(8, 0.002079509718689292)	(9, 0.002347833553358878)	(10, 0.0026378600511267392)	(12, 0.0030304809562682654)	(14, 0.003559236748117156)	(16, 0.003967641408239246)	(18, 0.004273451660987672)	(20, 0.004561505189382963)	(22, 0.004855477625895965)	(24, 0.005106044736212416)	(26, 0.005386206387117426)	(28, 0.005737394935434972)	(30, 0.006131988809949069)	(32, 0.006637068969327113)	(34, 0.007134257251214875)	(36, 0.007593959115023799)	(38, 0.008091147396911563)	(40, 0.008523227689504496)	(42, 0.00906579426696138)	(44, 0.009780009179831895)	(46, 0.01048633221521213)	(48, 0.011054547394512431)	(50, 0.011599086941341884)	(52, 0.012224518232446729)	(54, 0.012893354849748122)	(56, 0.013544434742696385)	(58, 0.014234974023096054)	(60, 0.014939324089103716)	(62, 0.015663403848837083)	(64, 0.016553213035866373)	(66, 0.01836834485863122)	(68, 0.02678700517138948)	(70, 0.25184362150050477)	(72, 0.2927215739307927)	(74, 0.29810186140979233)	(76, 0.30082258617456703)	(78, 0.30295733903568833)	(80, 0.30508814595806444)	(82, 0.30695260201514357)	(84, 0.3090301387644603)	(86, 0.3115456747144877)	(88, 0.314493290957108)	(90, 0.31727320480305976)	(92, 0.31995644314975563)	(94, 0.3227403029344526)	(96, 0.3256898921464455)	(98, 0.32866512996028174)	(100, 0.3325814741648342)	(102, 0.33711535778300117)	(104, 0.34234767255905807)	(106, 0.34754052794766355)	(108, 0.3529800045078404)	(110, 0.3583819946499384)	(112, 0.364640253499732)	(114, 0.3713503223358442)	(116, 0.37901530834828057)	(118, 0.3889709118022712)	(120, 0.401434159328799)	(122, 0.4164938345496295)	(124, 0.43284185877074854)	(126, 0.45082942054047365)	(128, 0.47493910627328495)	(130, 0.5071281015867725)	(132, 0.5444073578814917)	(134, 0.5892332220262932)	(136, 0.6401772641954357)	(138, 0.7044743630781353)
SRR11780550_2 - illumina_universal_adapter	(1, 0.0020913475349247147)	(2, 0.002189996003553239)	(3, 0.002320211982142891)	(4, 0.0026279952042638868)	(5, 0.0027582111828535387)	(6, 0.003014697201287702)	(7, 0.0031962103835641866)	(8, 0.0034448045245080677)	(9, 0.0036499933392553983)	(10, 0.004216235549183128)	(12, 0.004831801993425119)	(14, 0.005899178423985752)	(16, 0.00817203914118695)	(18, 0.00934990185661153)	(20, 0.01052579160266354)	(22, 0.011810194664206927)	(24, 0.012980165502141225)	(26, 0.014396757511646832)	(28, 0.015827160306760433)	(30, 0.018393993460474635)	(32, 0.021643474017098225)	(34, 0.025285575478863342)	(36, 0.029148649510356353)	(38, 0.03296634524628024)	(40, 0.03708985123495256)	(42, 0.04174014004610119)	(44, 0.04692707652658899)	(46, 0.05312220035646033)	(48, 0.06200253550240008)	(50, 0.0732918662522484)	(52, 0.08652457183407863)	(54, 0.10085227541768552)	(56, 0.11798751441846017)	(58, 0.14182098443911162)	(60, 0.17302546803568644)	(62, 0.21026723791232693)	(64, 0.2536765100476227)	(66, 0.30583590135026867)	(68, 0.3732680485659827)	(70, 0.46191356247557463)	(72, 0.5766141099193324)	(74, 0.7192282280462173)	(76, 0.8938162878249796)	(78, 1.1075303032311872)	(80, 1.3759744890325)	(82, 1.7208672920821741)	(84, 2.153403340600174)	(86, 2.6644971106258133)	(88, 3.257052813075515)	(90, 3.959086613039781)	(92, 4.794769358301971)	(94, 5.786756656167313)	(96, 6.899043788555767)	(98, 8.104240021667938)	(100, 9.41674605895422)	(102, 10.879298389993856)	(104, 12.49620795286592)	(106, 14.215441626307605)	(108, 15.965646972959902)	(110, 17.752656090288127)	(112, 19.6208982755932)	(114, 21.590527411015923)	(116, 23.618098710972298)	(118, 25.61112331721496)	(120, 27.565021967830184)	(122, 29.542633737334327)	(124, 31.561857403875354)	(126, 33.598910794636296)	(128, 35.58684119395899)	(130, 37.489574829835334)	(132, 39.36513673151265)	(134, 41.25101134410038)	(136, 43.12753013592339)	(138, 44.947142572133345)
